,BUILDERS,SIZE,PROPERTY_TYPE,PROPERTY_ADDRESS,CITY,AREA,RATE_SQFT,PRICE,CONSTRUCTION_STATUS,LISTED_BY
1161,Epcot Downtown Ventures pvt ltdAGENT0,3 BHK,Apartment,Sarjapur,Bangalore,1436 ,"6,227", 89.43 L,Under Construction,AGENT
1162,Epcot Downtown Ventures pvt ltdAGENT0,2 BHK,Apartment,Sarjapur,Bangalore,1131 ,"6,104", 69.04 L,Under Construction,AGENT
1163,Epcot Downtown Ventures pvt ltdAGENT0,2 BHK,Apartment,Sarjapur,Bangalore,1094 ,"6,358", 69.56 L,Under Construction,AGENT
1164,Epcot Downtown Ventures pvt ltdAGENT0,2 BHK,Apartment,Sarjapur,Bangalore,1085 ,"6,609", 71.71 L,Under Construction,AGENT
1165,Sri Vyshnavi EnterprisesAGENT0,2 BHK,Apartment,Srinivasa,Bangalore,600 ,"15,000", 90 L,Ready to move,AGENT
1166,pavanraghBUILDER0,2 BHK,Apartment,Begur,Bangalore,1493 ,"6,337", 94.62 L,Ready to move,BUILDER
1167,ProptigerAGENT0,2 BHK,Apartment,Bagaluru,Bangalore,795 ,"4,040", 50 L,Under Construction,AGENT
1168,ProptigerAGENT0,2 BHK,Apartment,Bagaluru,Bangalore,799 ,"4,040", 66 L,Under Construction,AGENT
1169,ProptigerAGENT0,3 BHK,Apartment,Bagaluru,Bangalore,1043 ,"4,040", 43 L,Under Construction,AGENT
1170,ProptigerAGENT0,3 BHK,Apartment,Bagaluru,Bangalore,1068 ,"4,040", 44.03 L,Under Construction,AGENT
1171,ProptigerAGENT0,1 BHK,Apartment,Kanakapura,Bangalore,712 ,"5,800", 41.29 L,Under Construction,AGENT
1172,ProptigerAGENT0,2 BHK,Apartment,Kanakapura,Bangalore,1051 ,"5,800", 80 L,Under Construction,AGENT
1173,ProptigerAGENT0,2 BHK,Apartment,Kanakapura,Bangalore,1019 ,"5,800", 77 L,Under Construction,AGENT
1174,ProptigerAGENT0,2 BHK,Apartment,Kanakapura,Bangalore,1295 ,"5,800", 75.11 L,Under Construction,AGENT
1175,ProptigerAGENT0,2 BHK,Apartment,Kanakapura,Bangalore,1309 ,"5,800", 95 L,Under Construction,AGENT
1176,ProptigerAGENT0,3 BHK,Apartment,Kanakapura,Bangalore,1477 ,"5,800", 85.66 L,Under Construction,AGENT
1177,ProptigerAGENT0,3 BHK,Apartment,Kanakapura,Bangalore,1502 ,"5,800", 87.11 L,Under Construction,AGENT
1178,ProptigerAGENT0,1 BHK,Apartment,Kanakapura,Bangalore,889 ,"5,800", 51.56 L,Under Construction,AGENT
1179,ProptigerAGENT0,1 BHK,Apartment,Kanakapura,Bangalore,894 ,"5,800", 51.85 L,Under Construction,AGENT
1180,kumarBUILDER4.7,3 BHK,Apartment,Chhawla,Delhi,1540 ,"3,441", 53 L,Under Construction,BUILDER
1181,kumarBUILDER4.7,3 BHK,Apartment,Chhawla,Delhi,1235 ,"3,400", 42 L,Under Construction,BUILDER
1182,kumarBUILDER4.7,2 BHK,Apartment,Chhawla,Delhi,935 ,"3,422", 32 L,Under Construction,BUILDER
1183,kumarBUILDER4.7,1 BHK,Apartment,Chhawla,Delhi,575 ,"3,478", 20 L,Under Construction,BUILDER
1184,DELHI INFRATECH LTDAGENT2.9,2 BHK,Apartment,Chhawla,Delhi,925 ,"3,749", 34.68 L,Under Construction,AGENT
1185,DELHI INFRATECH LTDAGENT2.9,1 BHK,Apartment,Chhawla,Delhi,765 ,"3,749", 28.68 L,Under Construction,AGENT
1186,DELHI INFRATECH LTDAGENT2.9,1 BHK,Apartment,Chhawla,Delhi,525 ,"3,748", 19.68 L,Under Construction,AGENT
1187,Shourya InfratechAGENT4.7,4 BHK,Apartment,Zone,Delhi,2275 ,"4,090", 93.04 L,Under Construction,AGENT
1188,Shourya InfratechAGENT4.7,3 BHK,Apartment,Zone,Delhi,1575 ,"4,090", 64.41 L,Under Construction,AGENT
1189,Shourya InfratechAGENT4.7,3 BHK,Apartment,Zone,Delhi,1275 ,"4,090", 52.14 L,Under Construction,AGENT
1190,Shourya InfratechAGENT4.7,3 BHK,Apartment,Zone,Delhi,1975 ,"4,090", 80.77 L,Under Construction,AGENT
1191,Shourya InfratechAGENT4.7,3 BHK,Apartment,Zone,Delhi,1875 ,"4,090", 76.68 L,Under Construction,AGENT
1192,Shourya InfratechAGENT4.7,4 BHK,Apartment,Zone,Delhi,2575 ,"4,090", 1.05 Cr,Under Construction,AGENT
1193,Shourya InfratechAGENT4.7,2 BHK,Apartment,Zone,Delhi,875 ,"4,090", 35.78 L,Under Construction,AGENT
1194,Shourya InfratechAGENT4.7,2 BHK,Apartment,Zone,Delhi,1075 ,"4,090", 43.96 L,Under Construction,AGENT
1195,Property GalleryAGENT0,4 BHK,Independent,Neeti,Delhi,4200 ,"42,857", 18 Cr,Ready to move,AGENT
1196,Property GalleryAGENT0,4 BHK,Independent,Neeti,Delhi,4100 ,"43,902", 18 Cr,Ready to move,AGENT
1197,Property GalleryAGENT0,4 BHK,Independent,Neeti,Delhi,4000 ,"45,000", 18 Cr,Ready to move,AGENT
1198,Property GalleryAGENT0,4 BHK,Independent,Neeti,Delhi,4100 ,"43,902", 18 Cr,Ready to move,AGENT
1199,Property GalleryAGENT0,4 BHK,Independent,Neeti,Delhi,7000 ,"30,000", 21 Cr,Ready to move,AGENT
1200,India HomesAGENT0,4 BHK,Independent,Neeti,Delhi,2700 ,"24,074", 6.5 Cr,Ready to move,AGENT
1201,Property GalleryAGENT0,4 BHK,Independent,Neeti,Delhi,2000 ,"43,750", 8.75 Cr,Ready to move,AGENT
1202,B Kumar and BrothersAGENT0,4 BHK,Independent,Sunder,Delhi,6952 ,"1,35,877", 94.46 Cr,Ready to move,AGENT
1203,B Kumar and BrothersAGENT0,4 BHK,Villa,Prithviraj,Delhi,5896 ,"1,51,710", 89.44 Cr,Ready to move,AGENT
1204,Property GalleryAGENT0,8 BHK,Independent,Sadiq,Delhi,4400 ,"65,909", 29 Cr,Ready to move,AGENT
1205,B Kumar and BrothersAGENT0,4 BHK,Independent,Sunder,Delhi,5895 ,"51,062", 30.1 Cr,Ready to move,AGENT
1206,B Kumar and BrothersAGENT0,4 BHK,Independent,Greater,Delhi,6251 ,"24,734", 15.46 Cr,Ready to move,AGENT
1207,B Kumar and BrothersAGENT0,3 BHK,Independent,Greater,Delhi,2253 ,"18,605", 4.19 Cr,Ready to move,AGENT
1208,CHILLAR HOMESAGENT0,3 BHK,Independent,Sector,Delhi,1890 ,"12,698", 2.4 Cr,Ready to move,AGENT
1209,B Kumar and BrothersAGENT0,4 BHK,Villa,Green,Delhi,6251 ,"1,18,445", 74.04 Cr,Ready to move,AGENT
1210,B Kumar and BrothersAGENT0,3 BHK,Villa,Green,Delhi,1856 ,"54,428", 10.1 Cr,Ready to move,AGENT
1211,Property GalleryAGENT0,3 BHK,Independent,Defence,Delhi,2000 ,"40,000", 8 Cr,Ready to move,AGENT
1212,CHILLAR HOMESAGENT0,4 BHK,Independent,dwarka,Delhi,2250 ,"12,711", 2.86 Cr,Ready to move,AGENT
1213,sellerVERIFIED OWNER,3 BHK,Independent,Sector,Delhi,2100 ,"7,619", 1.6 Cr,Ready to move,VERIFIED OWNER
1214,Vikas GargAGENT0,4 BHK,Independent,dwarka,Delhi,2200 ,"12,500", 2.75 Cr,Under Construction,AGENT
1215,Property GalleryAGENT0,4 BHK,Independent,Hauz,Delhi,2200 ,"19,545", 4.3 Cr,Ready to move,AGENT
1216,gorkahpria associatesAGENT0,2 BHK,Independent,Rajouri,Delhi,1305 ,"11,494", 1.5 Cr,Ready to move,AGENT
1217,Shajeb QureshiOWNER,2 BHK,ApartmentKhanpur,Khanpur,Delhi,630 ,"3,174", 20 L,Ready to move,OWNER
1218,gorkahpria associatesAGENT0,3 BHK,Independent,Rajouri,Delhi,1440 ,"11,458", 1.65 Cr,Ready to move,AGENT
1219,maryada vermaOWNER,1 BHK,Independent,Burari,Delhi,450 ,"1,666", 7.5 L,Ready to move,OWNER
1220,sk royAGENT0,2 BHK,Independent,Mayur,Delhi,1200 ,"9,166", 1.1 Cr,Ready to move,AGENT
1221,gorkahpria associatesAGENT0,4 BHK,Independent,Rajouri,Delhi,1890 ,"13,756", 2.6 Cr,Ready to move,AGENT
1222,gorkahpria associatesAGENT0,2 BHK,Independent,Gopal,Delhi,900 ,"8,333", 75 L,Ready to move,AGENT
1223,maryada vermaOWNER,1 BHK,Independent,Burari,Delhi,450 ,"1,666", 7.5 L,Ready to move,OWNER
1224,gorkahpria associatesAGENT0,3 BHK,Independent,Hari,Delhi,1620 ,"11,111", 1.8 Cr,Ready to move,AGENT
1225,gorkahpria associatesAGENT0,2 BHK,Independent,Hari,Delhi,900 ,"10,555", 95 L,Ready to move,AGENT
1226,Vikas solankiOWNER,3 BHK,Independent,Palam,Delhi,700 ,"9,285", 65 L,Ready to move,OWNER
1227,Vikas solankiOWNER,3 BHK,Independent,Palam,Delhi,700 ,"9,285", 65 L,Ready to move,OWNER
1228,Vikas solankiOWNER,3 BHK,Independent,Palam,Delhi,700 ,"9,285", 65 L,Ready to move,OWNER
1229,userOWNER,2 BHK,ApartmentSector,Sector,Delhi,624 ,"6,730", 42 L,Ready to move,OWNER
1230,userOWNER,2 BHK,ApartmentSector,Sector,Delhi,624 ,"6,730", 42 L,Ready to move,OWNER
1231,userOWNER,2 BHK,ApartmentSector,Sector,Delhi,624 ,"6,730", 42 L,Ready to move,OWNER
1232,userOWNER,2 BHK,ApartmentSector,Sector,Delhi,624 ,"6,730", 42 L,Ready to move,OWNER
1233,userOWNER,2 BHK,ApartmentSector,Sector,Delhi,624 ,"6,730", 42 L,Ready to move,OWNER
1234,Malik Properties BuildersAGENT0,1 BHK,Independent,Sector,Delhi,450 ,"5,111", 23 L,Ready to move,AGENT
1235,user6611OWNER,2 BHK,Independent,Babarpur,Delhi,450 ,"15,555", 70 L,Ready to move,OWNER
1236,REALTY CENTREAGENT0,6 BHK,Apartment,East,Delhi,2000 ,"12,500", 2.5 Cr,Ready to move,AGENT
1237,REALTY CENTREAGENT0,3 BHK,Independent,Safdarjung,Delhi,1440 ,"20,833", 3 Cr,Ready to move,AGENT
1238,m vermaOWNER,3 BHK,Independent,West,Delhi,600 ,"4,666", 28 L,Ready to move,OWNER
1239,user1771OWNER,1 RK,Studio,SULTANPUR,Delhi,450 ,"3,777", 17 L,Ready to move,OWNER
1240,Bilochan LalOWNER,2 BHK,Independent,Dilshad,Delhi,800 ,"7,375", 59 L,Ready to move,OWNER
1241,user1771OWNER,1 RK,Studio,SULTANPUR,Delhi,450 ,"3,777", 17 L,Ready to move,OWNER
1242,KBROWNER,1 BHK,Independent,Uttam,Delhi,360 ,"2,638", 9.5 L,Ready to move,OWNER
1243,Madhup SharmaOWNER,2 BHK,Independent,Bharthal,Delhi,450 ,"6,222", 28 L,Ready to move,OWNER
1244,Madhup SharmaOWNER,2 BHK,Independent,Bharthal,Delhi,450 ,"6,222", 28 L,Ready to move,OWNER
1245,AANVI REAL ESTATEAGENT0,3 BHK,Independent,Uttam,Delhi,1008 ,"5,456", 55 L,Ready to move,AGENT
1246,Guru Ji AssociatesAGENT0,2 BHK,ApartmentUttam,Uttam,Delhi,550 ,"5,727", 31.5 L,Ready to move,AGENT
1247,Guru Ji AssociatesAGENT0,3 BHK,ApartmentUttam,Uttam,Delhi,900 ,"5,722", 51.5 L,Ready to move,AGENT
1248,Green Valley BuilderAGENT0,3 BHK,Independent,Dwarka,Delhi,720 ,"5,972", 43 L,Ready to move,AGENT
1249,Shajeb QureshiOWNER,2 BHK,ApartmentKhanpur,Khanpur,Delhi,630 ,"3,174", 20 L,Ready to move,OWNER
1250,Shajeb QureshiOWNER,2 BHK,ApartmentKhanpur,Khanpur,Delhi,630 ,"3,174", 20 L,Ready to move,OWNER
1251,CR propertiesAGENT0,6 BHK,Apartment,Karampura,Delhi,3500 ,"16,000", 5.6 Cr,Ready to move,AGENT
1252,Shajeb QureshiOWNER,2 BHK,ApartmentKhanpur,Khanpur,Delhi,630 ,"3,174", 20 L,Ready to move,OWNER
1253,Pratik LalOWNER,2 BHK,Independent,Shahdara,Delhi,713 ,"11,220", 80 L,Ready to move,OWNER
1254,Shajeb QureshiOWNER,2 BHK,ApartmentKhanpur,Khanpur,Delhi,630 ,"3,174", 20 L,Ready to move,OWNER
1255,Pratik LalOWNER,2 BHK,Independent,Shahdara,Delhi,713 ,"11,220", 80 L,Ready to move,OWNER
1256,Pratik LalOWNER,2 BHK,Independent,Shahdara,Delhi,713 ,"11,220", 80 L,Ready to move,OWNER
1257,Pratik LalOWNER,2 BHK,Independent,Shahdara,Delhi,713 ,"11,220", 80 L,Ready to move,OWNER
1258,Shajeb QureshiOWNER,2 BHK,ApartmentKhanpur,Khanpur,Delhi,630 ,"3,174", 20 L,Ready to move,OWNER
1259,Malik Properties BuildersAGENT0,3 BHK,Independent,Rohini,Delhi,720 ,"4,861", 35 L,Ready to move,AGENT
1260,user8977OWNER,3 BHK,Independent,Sector,Delhi,1125 ,"9,333", 1.05 Cr,Ready to move,OWNER
1261,user8977OWNER,3 BHK,Independent,Sector,Delhi,1125 ,"9,333", 1.05 Cr,Ready to move,OWNER
1262,user8977OWNER,3 BHK,Independent,Sector,Delhi,1125 ,"9,333", 1.05 Cr,Ready to move,OWNER
1263,Chauhan PropertiesAGENT0,2 BHK,Independent,Kalkaji,Delhi,600 ,"7,500", 45 L,Ready to move,AGENT
1264,Happy Home Properties and BuildersAGENT0,4 BHK,Independent,Dwarka,Delhi,1250 ,"5,400", 67.51 L,Ready to move,AGENT
1265,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2253 ,"20,399", 4.59 Cr,Ready to move,AGENT
1266,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2253 ,"20,396", 4.59 Cr,Ready to move,AGENT
1267,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,1856 ,"17,383", 3.22 Cr,Ready to move,AGENT
1268,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2741 ,"19,925", 5.46 Cr,Ready to move,AGENT
1269,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2745 ,"20,018", 5.49 Cr,Ready to move,AGENT
1270,B Kumar and BrothersAGENT0,3 BHK,Independent,Golf,Delhi,2274 ,"88,395", 20.1 Cr,Ready to move,AGENT
1271,AMIT GAUTAMAGENT0,2 BHK,ApartmentBurari,Burari,Delhi,675 ,"4,888", 33 L,Ready to move,AGENT
1272,ProptigerAGENT0,4 BHK,Apartment,Okhla,Delhi,2518 ,"25,284", 7.49 Cr,Under Construction,AGENT
1273,malik katyal associatesAGENT0,5 BHK,Independent,Preet,Delhi,3060 ,"12,026", 3.68 Cr,Ready to move,AGENT
1274,malik katyal associatesAGENT0,3 BHK,Independent,Nirman,Delhi,1620 ,"17,160", 2.78 Cr,Ready to move,AGENT
1275,B Kumar and BrothersAGENT0,4 BHK,Independent,Greater,Delhi,6952 ,"28,927", 20.11 Cr,Ready to move,AGENT
1276,B Kumar and BrothersAGENT0,4 BHK,Independent,Greater,Delhi,5412 ,"17,544", 9.49 Cr,Ready to move,AGENT
1277,B Kumar and BrothersAGENT0,4 BHK,Independent,Greater,Delhi,4562 ,"18,614", 8.49 Cr,Ready to move,AGENT
1278,B Kumar and BrothersAGENT0,3 BHK,Independent,Greater,Delhi,2741 ,"20,036", 5.49 Cr,Ready to move,AGENT
1279,B Kumar and BrothersAGENT0,3 BHK,Independent,Greater,Delhi,2741 ,"19,925", 5.46 Cr,Ready to move,AGENT
1280,B Kumar and BrothersAGENT0,3 BHK,Independent,Greater,Delhi,2253 ,"21,080", 4.74 Cr,Ready to move,AGENT
1281,B Kumar and BrothersAGENT0,3 BHK,Independent,Greater,Delhi,1856 ,"21,606", 4.01 Cr,Ready to move,AGENT
1282,B Kumar and BrothersAGENT0,3 BHK,Independent,Greater,Delhi,1856 ,"18,826", 3.49 Cr,Ready to move,AGENT
1283,B Kumar and BrothersAGENT0,4 BHK,Independent,Green,Delhi,5562 ,"63,816", 35.49 Cr,Ready to move,AGENT
1284,B Kumar and BrothersAGENT0,4 BHK,Villa,Green,Delhi,4562 ,"62,461", 28.49 Cr,Ready to move,AGENT
1285,B Kumar and BrothersAGENT0,3 BHK,Villa,Green,Delhi,3621 ,"68,064", 24.64 Cr,Ready to move,AGENT
1286,B Kumar and BrothersAGENT0,3 BHK,Villa,Green,Delhi,2741 ,"63,815", 17.49 Cr,Ready to move,AGENT
1287,B Kumar and BrothersAGENT0,4 BHK,Independent,Green,Delhi,6251 ,"16,159", 10.1 Cr,Ready to move,AGENT
1288,B Kumar and BrothersAGENT0,4 BHK,Independent,Green,Delhi,5412 ,"16,648", 9.01 Cr,Ready to move,AGENT
1289,B Kumar and BrothersAGENT0,4 BHK,Independent,Green,Delhi,6251 ,"23,434", 14.64 Cr,Ready to move,AGENT
1290,B Kumar and BrothersAGENT0,4 BHK,Independent,Green,Delhi,5412 ,"16,648", 9.01 Cr,Ready to move,AGENT
1291,B Kumar and BrothersAGENT0,4 BHK,Villa,Greater,Delhi,3621 ,"67,969", 24.61 Cr,Ready to move,AGENT
1292,B Kumar and BrothersAGENT0,4 BHK,Villa,Greater,Delhi,2741 ,"73,334", 20.1 Cr,Ready to move,AGENT
1293,B Kumar and BrothersAGENT0,4 BHK,Independent,Greater,Delhi,6952 ,"1,22,194", 84.94 Cr,Ready to move,AGENT
1294,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,6952 ,"43,298", 30.1 Cr,Ready to move,AGENT
1295,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,6251 ,"45,746", 28.59 Cr,Ready to move,AGENT
1296,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2741 ,"19,925", 5.46 Cr,Ready to move,AGENT
1297,B Kumar and BrothersAGENT0,4 BHK,Independent,Saket,Delhi,6251 ,"20,203", 12.62 Cr,Ready to move,AGENT
1298,B Kumar and BrothersAGENT0,4 BHK,Independent,Saket,Delhi,4562 ,"17,698", 8.07 Cr,Ready to move,AGENT
1299,B Kumar and BrothersAGENT0,3 BHK,Independent,Saket,Delhi,2741 ,"20,036", 5.49 Cr,Ready to move,AGENT
1300,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,6921 ,"29,189", 20.2 Cr,Ready to move,AGENT
1301,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,6952 ,"22,504", 15.64 Cr,Ready to move,AGENT
1302,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,6251 ,"23,914", 14.94 Cr,Ready to move,AGENT
1303,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,5412 ,"17,542", 9.49 Cr,Ready to move,AGENT
1304,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,4562 ,"18,621", 8.49 Cr,Ready to move,AGENT
1305,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,3621 ,"19,343", 7 Cr,Ready to move,AGENT
1306,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,6251 ,"32,156", 20.1 Cr,Ready to move,AGENT
1307,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,6251 ,"23,423", 14.64 Cr,Ready to move,AGENT
1308,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,6251 ,"16,159", 10.1 Cr,Ready to move,AGENT
1309,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,5412 ,"16,986", 9.19 Cr,Ready to move,AGENT
1310,B Kumar and BrothersAGENT0,4 BHK,Independent,Geetanjali,Delhi,4562 ,"17,624", 8.04 Cr,Ready to move,AGENT
1311,B Kumar and BrothersAGENT0,3 BHK,Independent,Geetanjali,Delhi,2741 ,"21,399", 5.86 Cr,Ready to move,AGENT
1312,B Kumar and BrothersAGENT0,4 BHK,Independent,West,Delhi,6251 ,"29,587", 18.49 Cr,Ready to move,AGENT
1313,B Kumar and BrothersAGENT0,4 BHK,Independent,Defence,Delhi,6251 ,"24,781", 15.49 Cr,Ready to move,AGENT
1314,B Kumar and BrothersAGENT0,4 BHK,Independent,Defence,Delhi,6521 ,"18,733", 12.21 Cr,Ready to move,AGENT
1315,B Kumar and BrothersAGENT0,4 BHK,Independent,Defence,Delhi,5412 ,"18,664", 10.1 Cr,Ready to move,AGENT
1316,B Kumar and BrothersAGENT0,4 BHK,Independent,Defence,Delhi,4569 ,"19,720", 9.01 Cr,Ready to move,AGENT
1317,B Kumar and BrothersAGENT0,4 BHK,Independent,Defence,Delhi,3621 ,"19,443", 7.04 Cr,Ready to move,AGENT
1318,B Kumar and BrothersAGENT0,3 BHK,Independent,Defence,Delhi,1856 ,"26,994", 5.01 Cr,Ready to move,AGENT
1319,B Kumar and BrothersAGENT0,3 BHK,Independent,Defence,Delhi,1856 ,"21,611", 4.01 Cr,Ready to move,AGENT
1320,B Kumar and BrothersAGENT0,4 BHK,Independent,Friends,Delhi,6952 ,"35,408", 24.61 Cr,Ready to move,AGENT
1321,B Kumar and BrothersAGENT0,4 BHK,Independent,Friends,Delhi,6251 ,"23,903", 14.94 Cr,Ready to move,AGENT
1322,B Kumar and BrothersAGENT0,4 BHK,Independent,Friends,Delhi,4562 ,"19,750", 9.01 Cr,Ready to move,AGENT
1323,B Kumar and BrothersAGENT0,4 BHK,Independent,Friends,Delhi,3621 ,"23,460", 8.49 Cr,Ready to move,AGENT
1324,B Kumar and BrothersAGENT0,4 BHK,Independent,Saket,Delhi,3621 ,"19,443", 7.04 Cr,Ready to move,AGENT
1325,B Kumar and BrothersAGENT0,3 BHK,Independent,Saket,Delhi,2745 ,"20,386", 5.59 Cr,Ready to move,AGENT
1326,B Kumar and BrothersAGENT0,3 BHK,Independent,Saket,Delhi,2253 ,"17,798", 4.01 Cr,Ready to move,AGENT
1327,B Kumar and BrothersAGENT0,3 BHK,Independent,Saket,Delhi,2253 ,"20,665", 4.65 Cr,Ready to move,AGENT
1328,B Kumar and BrothersAGENT0,3 BHK,Independent,Saket,Delhi,1856 ,"21,606", 4.01 Cr,Ready to move,AGENT
1329,B Kumar and BrothersAGENT0,3 BHK,Independent,Saket,Delhi,1856 ,"17,742", 3.29 Cr,Ready to move,AGENT
1330,B Kumar and BrothersAGENT0,3 BHK,Independent,Saket,Delhi,1865 ,"17,492", 3.26 Cr,Ready to move,AGENT
1331,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2745 ,"19,896", 5.46 Cr,Ready to move,AGENT
1332,B Kumar and BrothersAGENT0,4 BHK,Independent,Sunder,Delhi,5562 ,"1,34,752", 74.94 Cr,Ready to move,AGENT
1333,B Kumar and BrothersAGENT0,4 BHK,Independent,Sunder,Delhi,6521 ,"37,749", 24.61 Cr,Ready to move,AGENT
1334,B Kumar and BrothersAGENT0,4 BHK,Independent,Panchsheel,Delhi,6952 ,"21,018", 14.61 Cr,Ready to move,AGENT
1335,B Kumar and BrothersAGENT0,4 BHK,Independent,Panchsheel,Delhi,5412 ,"17,538", 9.49 Cr,Ready to move,AGENT
1336,B Kumar and BrothersAGENT0,3 BHK,Independent,Panchsheel,Delhi,2741 ,"19,926", 5.46 Cr,Ready to move,AGENT
1337,B Kumar and BrothersAGENT0,3 BHK,Independent,Panchsheel,Delhi,2856 ,"19,124", 5.46 Cr,Ready to move,AGENT
1338,B Kumar and BrothersAGENT0,3 BHK,Independent,Panchsheel,Delhi,2741 ,"19,926", 5.46 Cr,Ready to move,AGENT
1339,B Kumar and BrothersAGENT0,3 BHK,Independent,Panchsheel,Delhi,2256 ,"21,047", 4.74 Cr,Ready to move,AGENT
1340,B Kumar and BrothersAGENT0,3 BHK,Independent,Panchsheel,Delhi,2253 ,"21,080", 4.74 Cr,Ready to move,AGENT
1341,B Kumar and BrothersAGENT0,3 BHK,Independent,Panchsheel,Delhi,1856 ,"18,826", 3.49 Cr,Ready to move,AGENT
1342,B Kumar and BrothersAGENT0,3 BHK,Independent,Panchsheel,Delhi,1856 ,"21,606", 4.01 Cr,Ready to move,AGENT
1343,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2253 ,"20,749", 4.67 Cr,Ready to move,AGENT
1344,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,1856 ,"21,606", 4.01 Cr,Ready to move,AGENT
1345,B Kumar and BrothersAGENT0,5 BHK,Independent,Sainik,Delhi,6251 ,"46,064", 28.79 Cr,Ready to move,AGENT
1346,B Kumar and BrothersAGENT0,5 BHK,Independent,Sainik,Delhi,6952 ,"40,196", 27.94 Cr,Ready to move,AGENT
1347,B Kumar and BrothersAGENT0,5 BHK,Independent,Sainik,Delhi,6251 ,"44,711", 27.94 Cr,Ready to move,AGENT
1348,B Kumar and BrothersAGENT0,4 BHK,Villa,Sainik,Delhi,6254 ,"23,891", 14.94 Cr,Ready to move,AGENT
1349,B Kumar and BrothersAGENT0,5 BHK,Independent,Sainik,Delhi,6251 ,"23,903", 14.94 Cr,Ready to move,AGENT
1350,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,2253 ,"20,396", 4.59 Cr,Ready to move,AGENT
1351,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,1856 ,"21,610", 4.01 Cr,Ready to move,AGENT
1352,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,1856 ,"17,562", 3.25 Cr,Ready to move,AGENT
1353,B Kumar and BrothersAGENT0,3 BHK,Independent,Safdarjung,Delhi,1856 ,"17,399", 3.22 Cr,Ready to move,AGENT
1354,B Kumar and BrothersAGENT0,5 BHK,Independent,Sainik,Delhi,6251 ,"46,064", 28.79 Cr,Ready to move,AGENT
1355,B Kumar and BrothersAGENT0,5 BHK,Independent,Sainik,Delhi,6251 ,"39,379", 24.61 Cr,Ready to move,AGENT
1356,B Kumar and BrothersAGENT0,4 BHK,Independent,Sainik,Delhi,5622 ,"17,068", 9.59 Cr,Ready to move,AGENT
1357,B Kumar and BrothersAGENT0,4 BHK,Villa,Sainik,Delhi,5562 ,"15,273", 8.49 Cr,Ready to move,AGENT
1358,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,4562 ,"24,134", 11.01 Cr,Ready to move,AGENT
1359,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,6251 ,"39,427", 24.64 Cr,Ready to move,AGENT
1360,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,5412 ,"37,141", 20.1 Cr,Ready to move,AGENT
1361,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,3921 ,"30,655", 12.02 Cr,Ready to move,AGENT
1362,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,6952 ,"43,298", 30.1 Cr,Ready to move,AGENT
1363,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,6251 ,"44,704", 27.94 Cr,Ready to move,AGENT
1364,B Kumar and BrothersAGENT0,4 BHK,Independent,Jor,Delhi,6251 ,"49,608", 31.01 Cr,Ready to move,AGENT
1365,B Kumar and BrothersAGENT0,4 BHK,Independent,Friends,Delhi,6251 ,"30,067", 18.79 Cr,Ready to move,AGENT
1366,B Kumar and BrothersAGENT0,4 BHK,Independent,Friends,Delhi,5412 ,"20,530", 11.11 Cr,Ready to move,AGENT
1367,B Kumar and BrothersAGENT0,3 BHK,Independent,Gulmohar,Delhi,2741 ,"19,926", 5.46 Cr,Ready to move,AGENT
